sample,node,distance,label
1245,node1,17.1,1
1246,node1,16.13,1
1247,node1,20.33,1
1248,node1,17.1,1
1249,node1,16.13,1
1250,node1,16.13,1
1251,node1,17.1,1
1252,node1,17.1,1
1253,node1,7.74,0
1254,node1,5.18,0
1255,node1,4.86,0
1256,node1,7.74,0
1257,node1,4.86,0
1258,node1,38.05,1
1259,node1,6.46,0
1260,node1,4.86,0
1261,node1,4.86,0
1262,node1,3.59,0
1263,node1,3.59,0
1264,node1,4.86,0
1265,node1,4.86,0
1266,node1,7.74,0
1267,node1,21.32,1
1268,node1,19.7,1
1269,node1,19.7,1
1270,node1,19.69,1
1271,node1,19.7,1
1272,node1,19.7,1
1273,node1,19.69,1
1274,node1,19.7,1
1275,node1,6.46,0
1276,node1,36.43,1
1277,node1,37.37,1
1278,node1,44.81,0
1279,node1,36.21,1
1280,node1,35.68,1
1281,node1,36.92,1
1282,node1,19.7,1
1283,node1,22.3,1
1284,node1,21.0,1
1285,node1,19.38,1
1286,node1,20.03,1
1287,node1,19.38,1
1288,node1,19.7,1
1289,node1,19.7,1
1290,node1,19.7,1
1291,node1,19.7,1
1292,node1,19.7,1
1293,node1,19.7,1
1294,node1,21.0,1
1295,node1,20.67,1
1296,node1,20.03,1
1297,node1,20.67,1
1298,node1,20.35,1
1299,node1,20.03,1
1300,node1,203.0,0
1301,node1,20.03,1
1302,node1,21.66,1
1303,node1,21.32,1
1304,node1,22.3,1
1305,node1,20.67,1
1306,node1,21.66,1
1307,node1,22.29,1
1308,node1,21.32,1
1309,node1,21.64,1
1310,node1,22.92,1
1311,node1,23.78,1
1312,node1,21.0,1
1313,node1,36.45,1
1314,node1,36.69,1
1315,node1,40.63,0
1316,node1,38.32,1
1317,node1,37.6,1
1318,node1,37.13,1
1319,node1,22.92,1
1320,node1,36.45,1
1321,node1,157.32,0
1322,node1,56.83,0
1323,node1,23.49,1
1324,node1,35.16,1
1325,node1,36.43,1
1326,node1,36.45,1
1327,node1,22.61,1
1328,node1,38.52,1
1329,node1,21.64,1
1330,node1,37.37,1
1331,node1,35.16,1
1332,node1,39.0,1
1333,node1,16.15,1
1334,node1,18.41,1
1335,node1,18.09,1
1336,node1,21.32,1
1337,node1,18.09,1
1338,node1,25.28,1
1339,node1,24.09,1
1340,node1,14.47,0
1341,node1,16.47,1
1342,node1,16.8,1
1343,node1,20.03,1
1344,node1,21.66,1
1345,node1,16.15,1
1346,node1,16.15,1
1347,node1,32.54,1
1348,node1,36.45,1
1349,node1,29.89,1
1350,node1,22.92,1
1351,node1,36.45,1
1352,node1,21.32,1
1353,node1,22.61,1
1354,node1,21.01,1
1355,node1,21.01,1
1356,node1,22.61,1
1357,node1,32.01,1
1358,node1,31.21,1
1359,node1,32.01,1
1360,node1,32.54,1
1361,node1,21.32,1
1362,node1,36.21,1
1363,node1,19.06,1
1364,node1,19.7,1
1365,node1,21.96,1
1366,node1,21.32,1
1367,node1,21.32,1
1368,node1,21.32,1
1369,node1,22.27,1
1370,node1,21.0,1
1371,node1,20.67,1
1372,node1,21.98,1
1373,node1,20.37,1
1374,node1,21.32,1
1375,node1,24.68,1
1376,node1,21.32,1
1377,node1,7.74,0
1378,node1,2.31,0
1379,node1,36.45,1
1380,node1,36.45,1
1381,node1,37.15,1
1382,node1,37.38,1
1383,node1,4.86,0
1384,node1,36.21,1
1385,node1,36.21,1
1386,node1,38.32,1
1387,node1,38.32,1
1388,node1,36.69,1
1389,node1,4.86,0
1390,node1,38.3,1
1391,node1,38.3,1
1392,node1,36.45,1
1393,node1,39.47,1
1394,node1,37.15,1
1395,node1,36.91,1
1396,node1,36.45,1
1397,node1,37.15,1
1398,node1,36.21,1
1399,node1,25.26,1
1400,node1,36.67,1
1401,node1,24.09,1
1402,node1,36.21,1
1403,node1,4.86,0
1404,node1,9.06,0
1405,node1,37.15,1
1406,node1,36.67,1
1407,node1,3.59,0
1408,node1,8.72,0
1409,node1,6.14,0
1410,node1,37.59,1
1411,node1,3.59,0
1412,node1,36.21,1
1413,node1,17.12,1
1414,node1,25.26,1
1415,node1,19.7,1
1416,node1,21.64,1
1417,node1,21.32,1
1418,node1,24.67,1
1419,node1,21.32,1
1420,node1,19.7,1
1421,node1,21.64,1
1422,node1,21.32,1
1423,node1,22.61,1
1424,node1,33.3,1
1425,node1,19.06,1
1426,node1,18.73,1
1427,node1,18.09,1
1428,node1,18.09,1
1429,node1,19.7,1
1430,node1,17.12,1
1431,node1,17.1,1
1432,node1,32.52,1
1433,node1,30.41,1
1434,node1,28.19,1
1435,node1,18.09,1
1436,node1,18.09,1
1437,node1,21.98,1
1438,node1,19.38,1
1439,node1,32.25,1
1440,node1,22.9,1
1441,node1,29.87,1
1442,node1,21.32,1
1443,node1,20.35,1
1444,node1,19.06,1
1445,node1,19.06,1
1446,node1,19.06,1
1447,node1,19.04,1
1448,node1,19.06,1
1449,node1,20.03,1
1450,node1,23.51,1
1451,node1,23.8,1
1452,node1,25.55,1
1453,node1,33.85,1
1454,node1,35.7,1
1455,node1,25.26,1
1456,node1,27.05,1
1457,node1,36.23,1
1458,node1,30.43,1
1459,node1,36.69,1
1460,node1,30.16,1
1461,node1,28.49,1
1462,node1,29.07,1
1463,node1,23.49,1
1464,node1,25.26,1
1465,node1,24.09,1
1466,node1,28.49,1
1467,node1,37.15,1
1468,node1,29.09,1
1469,node1,27.91,1
1470,node1,24.68,1
1471,node1,29.38,1
1472,node1,24.38,1
1473,node1,25.86,1
1474,node1,25.57,1
1475,node1,24.38,1
1476,node1,26.15,1
1477,node1,24.38,1
1478,node1,24.97,1
1479,node1,25.55,1
1480,node1,29.9,1
1481,node1,30.68,1
1482,node1,31.23,1
1483,node1,24.09,1
1484,node1,26.15,1
1485,node1,24.97,1
1486,node1,28.51,1
1487,node1,25.26,1
1488,node1,27.91,1
1489,node1,28.48,1
1490,node1,29.09,1
1491,node1,25.26,1
1492,node1,26.43,1
1493,node1,24.38,1
1494,node1,30.43,1
1495,node1,29.65,1
1496,node1,22.63,1
1497,node1,23.8,1
1498,node1,25.86,1
1499,node1,24.38,1
1500,node1,25.26,1
1501,node2,22.76,0
1502,node2,21.5,0
1503,node2,21.5,0
1504,node2,21.5,0
1505,node2,21.52,0
1506,node2,21.52,0
1507,node2,21.52,0
1508,node2,21.5,0
1509,node2,21.52,0
1510,node2,21.52,0
1511,node2,21.52,0
1512,node2,21.52,0
1513,node2,21.5,0
1514,node2,21.52,0
1515,node2,269.04,0
1516,node2,6.73,1
1517,node2,17.0,1
1518,node2,3.57,1
1519,node2,46.97,0
1520,node2,20.54,0
1521,node2,17.97,1
1522,node2,273.11,0
1523,node2,302.29,0
1524,node2,272.41,0
1525,node2,3.89,1
1526,node2,4.52,1
1527,node2,274.18,0
1528,node2,4.83,1
1529,node2,6.43,1
1530,node2,2.3,1
1531,node2,4.2,1
1532,node2,3.57,1
1533,node2,6.41,1
1534,node2,5.47,1
1535,node2,8.67,1
1536,node2,6.1,1
1537,node2,9.33,1
1538,node2,50.0,0
1539,node2,3.25,1
1540,node2,9.01,1
1541,node2,4.51,1
1542,node2,2.92,1
1543,node2,2.62,1
1544,node2,4.83,1
1545,node2,5.78,1
1546,node2,5.8,1
1547,node2,5.78,1
1548,node2,6.73,1
1549,node2,6.43,1
1550,node2,5.47,1
1551,node2,7.05,1
1552,node2,6.75,1
1553,node2,6.73,1
1554,node2,4.83,1
1555,node2,8.69,1
1556,node2,6.43,1
1557,node2,6.43,1
1558,node2,6.43,1
1559,node2,6.73,1
1560,node2,6.41,1
1561,node2,6.43,1
1562,node2,7.05,1
1563,node2,7.38,1
1564,node2,9.35,1
1565,node2,7.7,1
1566,node2,5.47,1
1567,node2,5.8,1
1568,node2,5.47,1
1569,node2,6.1,1
1570,node2,6.73,1
1571,node2,6.43,1
1572,node2,6.43,1
1573,node2,6.75,1
1574,node2,5.8,1
1575,node2,7.05,1
1576,node2,5.47,1
1577,node2,6.43,1
1578,node2,5.78,1
1579,node2,6.41,1
1580,node2,9.35,1
1581,node2,7.38,1
1582,node2,5.47,1
1583,node2,6.41,1
1584,node2,7.05,1
1585,node2,7.05,1
1586,node2,7.38,1
1587,node2,8.01,1
1588,node2,6.75,1
1589,node2,17.97,1
1590,node2,6.43,1
1591,node2,8.33,1
1592,node2,7.38,1
1593,node2,5.8,1
1594,node2,6.43,1
1595,node2,6.1,1
1596,node2,7.05,1
1597,node2,7.7,1
1598,node2,8.33,1
1599,node2,8.01,1
1600,node2,7.7,1
1601,node2,8.67,1
1602,node2,9.69,1
1603,node2,7.7,1
1604,node2,6.73,1
1605,node2,6.43,1
1606,node2,8.33,1
1607,node2,7.05,1
1608,node2,6.1,1
1609,node2,6.1,1
1610,node2,6.1,1
1611,node2,7.38,1
1612,node2,6.41,1
1613,node2,7.38,1
1614,node2,8.01,1
1615,node2,7.05,1
1616,node2,6.43,1
1617,node2,6.73,1
1618,node2,8.33,1
1619,node2,6.73,1
1620,node2,6.43,1
1621,node2,8.33,1
1622,node2,6.43,1
1623,node2,6.43,1
1624,node2,8.33,1
1625,node2,8.69,1
1626,node2,8.01,1
1627,node2,8.69,1
1628,node2,8.33,1
1629,node2,10.01,1
1630,node2,9.01,1
1631,node2,8.69,1
1632,node2,6.73,1
1633,node2,6.73,1
1634,node2,6.73,1
1635,node2,9.01,1
1636,node2,7.68,1
1637,node2,9.67,1
1638,node2,11.02,1
1639,node2,8.69,1
1640,node2,8.69,1
1641,node2,9.01,1
1642,node2,9.35,1
1643,node2,9.01,1
1644,node2,9.69,1
1645,node2,11.02,1
1646,node2,9.67,1
1647,node2,10.01,1
1648,node2,9.69,1
1649,node2,9.69,1
1650,node2,8.33,1
1651,node2,7.05,1
1652,node2,8.02,1
1653,node2,9.69,1
1654,node2,8.01,1
1655,node2,8.01,1
1656,node2,7.38,1
1657,node2,7.38,1
1658,node2,8.01,1
1659,node2,7.7,1
1660,node2,6.73,1
1661,node2,7.68,1
1662,node2,7.38,1
1663,node2,5.8,1
1664,node2,5.47,1
1665,node2,5.15,1
1666,node2,6.41,1
1667,node2,6.43,1
1668,node2,277.42,0
1669,node2,5.15,1
1670,node2,5.47,1
1671,node2,7.7,1
1672,node2,8.69,1
1673,node2,217.24,0
1674,node2,5.15,1
1675,node2,8.67,1
1676,node2,9.35,1
1677,node2,6.73,1
1678,node2,9.33,1
1679,node2,7.68,1
1680,node2,8.01,1
1681,node2,9.01,1
1682,node2,10.01,1
1683,node2,8.67,1
1684,node2,7.68,1
1685,node2,8.33,1
1686,node2,9.35,1
1687,node2,9.69,1
1688,node2,9.69,1
1689,node2,7.7,1
1690,node2,8.01,1
1691,node2,6.41,1
1692,node2,7.68,1
1693,node2,7.68,1
1694,node2,6.75,1
1695,node2,6.1,1
1696,node2,5.8,1
1697,node2,7.7,1
1698,node2,6.1,1
1699,node2,6.1,1
1700,node2,6.1,1
1701,node2,5.15,1
1702,node2,6.43,1
1703,node2,5.15,1
1704,node2,5.15,1
1705,node2,4.51,1
1706,node2,5.47,1
1707,node2,5.47,1
1708,node2,4.83,1
1709,node2,5.8,1
1710,node2,7.68,1
1711,node2,5.78,1
1712,node2,5.47,1
1713,node2,4.52,1
1714,node2,3.89,1
1715,node2,5.47,1
1716,node2,5.8,1
1717,node2,9.69,1
1718,node2,5.15,1
1719,node2,5.47,1
1720,node2,5.15,1
1721,node2,9.01,1
1722,node2,5.15,1
1723,node2,3.57,1
1724,node2,4.2,1
1725,node2,3.89,1
1726,node2,2.92,1
1727,node2,4.2,1
1728,node2,3.89,1
1729,node2,3.89,1
1730,node2,3.89,1
1731,node2,5.15,1
1732,node2,4.52,1
1733,node2,4.83,1
1734,node2,4.52,1
1735,node2,3.57,1
1736,node2,3.89,1
1737,node2,3.25,1
1738,node2,5.47,1
1739,node2,4.83,1
1740,node2,4.2,1
1741,node2,4.52,1
1742,node2,3.57,1
1743,node2,4.2,1
1744,node2,6.41,1
1745,node2,5.47,1
1746,node2,5.46,1
1747,node2,6.43,1
1748,node2,7.38,1
1749,node2,7.38,1
1750,node2,7.36,1
1751,node2,5.47,1
1752,node2,8.01,1
1753,node2,4.52,1
1754,node2,5.8,1
1755,node2,4.52,1
1756,node2,56.61,0
1757,node2,24.51,0
1758,node2,24.53,0
1759,node2,36.45,0
1760,node2,24.79,0
1761,node2,54.77,0
1762,node2,57.34,0
1763,node2,3.89,1
1764,node2,19.26,1
1765,node2,17.0,1
1766,node2,5.78,1
1767,node2,6.41,1
1768,node2,5.15,1
1769,node2,5.15,1
1770,node2,5.15,1
1771,node2,6.43,1
1772,node2,7.38,1
1773,node2,7.38,1
1774,node2,7.38,1
1775,node2,7.38,1
1776,node2,7.36,1
1777,node2,7.38,1
1778,node2,7.38,1
1779,node2,7.38,1
1780,node2,7.38,1
1781,node2,7.38,1
1782,node2,7.38,1
1783,node2,7.38,1
1784,node2,7.38,1
1785,node2,7.38,1
1786,node2,7.38,1
1787,node2,7.36,1
1788,node2,7.38,1
1789,node2,7.38,1
1790,node2,7.38,1
1791,node2,7.38,1
1792,node2,7.36,1
1793,node2,6.1,1
1794,node2,6.73,1
1795,node2,4.83,1
1796,node2,4.83,1
1797,node2,4.83,1
1798,node2,4.83,1
1799,node2,5.8,1
1800,node2,5.8,1
1801,node2,5.78,1
1802,node2,5.8,1
1803,node2,5.78,1
1804,node2,5.78,1
1805,node2,5.8,1
1806,node2,5.8,1
1807,node2,5.78,1
1808,node2,5.78,1
1809,node2,5.78,1
1810,node2,6.1,1
1811,node2,6.1,1
1812,node2,6.1,1
1813,node2,7.38,1
1814,node2,6.1,1
1815,node2,7.38,1
1816,node2,6.1,1
1817,node2,6.1,1
1818,node2,6.1,1
1819,node2,7.38,1
1820,node2,6.1,1
1821,node2,7.38,1
1822,node2,6.1,1
1823,node2,6.1,1
1824,node2,6.1,1
1825,node2,7.38,1
1826,node2,6.1,1
1827,node2,6.1,1
1828,node2,7.38,1
1829,node2,6.1,1
1830,node2,6.1,1
1831,node2,6.1,1
1832,node2,6.1,1
1833,node2,6.1,1
1834,node2,6.1,1
1835,node2,7.38,1
1836,node2,6.1,1
1837,node2,7.38,1
1838,node2,7.38,1
1839,node2,6.1,1
1840,node2,7.38,1
1841,node2,7.38,1
1842,node2,6.1,1
1843,node2,6.1,1
1844,node2,6.1,1
1845,node2,6.1,1
1846,node2,6.1,1
1847,node2,6.1,1
1848,node2,6.1,1
1849,node2,6.1,1
1850,node2,6.1,1
1851,node2,6.1,1
1852,node2,6.1,1
1853,node2,6.1,1
1854,node2,6.1,1
1855,node2,6.1,1
1856,node2,6.1,1
1857,node2,6.1,1
1858,node2,6.1,1
1859,node2,6.1,1
1860,node2,6.1,1
1861,node2,6.1,1
1862,node2,6.1,1
1863,node2,6.1,1
1864,node2,6.1,1
1865,node2,6.1,1
1866,node2,6.1,1
1867,node2,6.1,1
1868,node2,6.1,1
1869,node2,6.1,1
1870,node2,6.1,1
1871,node2,6.1,1
1872,node2,6.1,1
1873,node2,6.1,1
1874,node2,6.1,1
1875,node2,6.1,1
1876,node2,6.1,1
1877,node2,6.1,1
1878,node2,6.1,1
1879,node2,6.1,1
1880,node2,6.1,1
1881,node2,6.1,1
1882,node2,6.1,1
1883,node2,6.1,1
1884,node2,6.1,1
1885,node2,6.1,1
1886,node2,6.1,1
1887,node2,6.1,1
1888,node2,6.1,1
1889,node2,6.1,1
1890,node2,6.1,1
1891,node2,6.1,1
1892,node2,6.1,1
1893,node2,6.1,1
1894,node2,6.1,1
1895,node2,6.1,1
1896,node2,6.1,1
1897,node2,6.1,1
1898,node2,6.1,1
1899,node2,6.1,1
1900,node2,6.1,1
1901,node2,6.1,1
1902,node2,6.1,1
1903,node2,6.1,1
1904,node2,6.1,1
1905,node2,6.1,1
1906,node2,6.1,1
1907,node2,6.1,1
1908,node2,6.1,1
1909,node2,6.1,1
1910,node2,6.1,1
1911,node2,6.1,1
1912,node2,6.1,1
1913,node2,6.1,1
1914,node2,6.1,1
1915,node2,6.1,1
1916,node2,10.35,1
1917,node2,6.43,1
1918,node2,9.01,1
1919,node2,3.89,1
1920,node2,10.35,1
1921,node2,16.69,1
1922,node2,9.69,1
1923,node2,9.67,1
1924,node2,10.01,1
1925,node2,5.47,1
1926,node2,4.2,1
1927,node2,5.47,1
1928,node2,4.2,1
1929,node2,3.25,1
1930,node2,3.25,1
1931,node2,3.25,1
1932,node2,3.25,1
1933,node2,3.25,1
1934,node2,7.05,1
1935,node2,9.35,1
1936,node2,9.69,1
1937,node2,3.89,1
1938,node2,6.41,1
1939,node2,4.84,1
1940,node2,5.15,1
1941,node2,4.52,1
1942,node2,4.2,1
1943,node2,4.51,1
1944,node2,4.83,1
1945,node2,17.32,1
1946,node2,7.68,1
1947,node2,13.7,1
1948,node2,5.47,1
1949,node2,3.25,1
1950,node2,7.38,1
1951,node2,6.1,1
1952,node2,6.1,1
1953,node2,6.1,1
1954,node2,9.01,1
1955,node2,9.35,1
1956,node2,9.35,1
1957,node2,9.35,1
1958,node2,11.02,1
1959,node2,11.02,1
1960,node2,11.02,1
1961,node2,11.02,1
1962,node2,11.02,1
1963,node2,11.02,1
1964,node2,4.83,1
1965,node2,3.89,1
1966,node2,3.88,1
1967,node2,3.89,1
1968,node2,3.89,1
1969,node2,3.88,1
1970,node2,3.88,1
1971,node2,3.89,1
1972,node2,3.89,1
1973,node2,3.89,1
1974,node2,3.89,1
1975,node2,3.89,1
1976,node2,3.89,1
1977,node2,3.89,1
1978,node2,3.89,1
1979,node2,3.88,1
1980,node2,3.89,1
1981,node2,3.88,1
1982,node2,3.88,1
1983,node2,3.89,1
1984,node2,3.89,1
1985,node2,3.89,1
1986,node2,3.89,1
1987,node2,3.89,1
1988,node2,3.88,1
1989,node2,3.89,1
1990,node2,3.89,1
1991,node2,3.89,1
1992,node2,3.89,1
1993,node2,3.89,1
1994,node2,3.89,1
1995,node2,3.89,1
1996,node2,3.89,1
1997,node2,3.89,1
1998,node2,3.88,1
1999,node2,5.15,1
2000,node2,5.15,1
2001,node2,5.15,1
2002,node2,5.15,1
2003,node2,5.15,1
2004,node2,5.15,1
2005,node2,4.2,1
2006,node2,5.15,1
2007,node2,5.15,1
2008,node2,4.2,1
2009,node2,4.2,1
2010,node2,4.2,1
2011,node2,4.2,1
2012,node2,4.2,1
2013,node2,4.2,1
2014,node2,4.2,1
2015,node2,4.2,1
2016,node2,4.2,1
2017,node2,4.2,1
2018,node2,4.2,1
2019,node2,4.2,1
2020,node2,4.2,1
2021,node2,4.2,1
2022,node2,4.2,1
2023,node2,4.2,1
2024,node2,4.2,1
2025,node2,4.2,1
2026,node2,4.2,1
2027,node2,4.2,1
2028,node2,4.2,1
2029,node2,4.2,1
2030,node2,4.2,1
2031,node2,4.2,1
2032,node2,4.2,1
2033,node2,4.2,1
2034,node2,4.2,1
2035,node2,4.2,1
2036,node2,4.2,1
2037,node2,4.2,1
2038,node2,4.2,1
2039,node2,4.2,1
2040,node2,4.2,1
2041,node2,4.2,1
2042,node2,4.2,1
2043,node2,4.2,1
2044,node2,4.2,1
2045,node2,4.2,1
2046,node2,4.2,1
2047,node2,4.2,1
2048,node2,4.2,1
2049,node2,4.2,1
2050,node2,4.2,1
2051,node2,4.2,1
2052,node2,4.2,1
2053,node2,4.2,1
2054,node2,4.2,1
2055,node2,4.2,1
2056,node2,4.2,1
2057,node2,4.2,1
2058,node2,4.2,1
2059,node2,4.2,1
2060,node2,4.2,1
2061,node2,4.2,1
2062,node2,4.2,1
2063,node2,4.2,1
2064,node2,4.2,1
2065,node2,4.2,1
2066,node2,4.2,1
2067,node2,4.2,1
2068,node2,4.2,1
2069,node2,4.2,1
2070,node2,4.2,1
2071,node2,4.2,1
2072,node2,4.2,1
2073,node2,4.2,1
2074,node2,4.2,1
2075,node2,4.2,1
2076,node2,4.2,1
2077,node2,4.2,1
2078,node2,4.2,1
2079,node2,4.2,1
2080,node2,4.2,1
2081,node2,4.2,1
2082,node2,4.2,1
2083,node2,4.2,1
2084,node2,4.2,1
2085,node2,4.2,1
2086,node2,4.2,1
2087,node2,4.2,1
2088,node2,4.2,1
2089,node2,4.2,1
2090,node2,4.2,1
2091,node2,4.2,1
2092,node2,7.68,1
2093,node2,19.91,1
2094,node2,8.69,1
2095,node2,4.2,1
2096,node2,4.2,1
2097,node2,5.47,1
2098,node2,16.03,1
2099,node2,11.36,1
2100,node2,25.98,0
2101,node2,23.36,0
2102,node2,16.05,1
2103,node2,20.88,0
2104,node2,16.03,1
2105,node2,16.05,1
2106,node2,16.03,1
2107,node2,20.88,0
2108,node2,20.88,0
2109,node2,20.88,0
2110,node2,20.88,0
2111,node2,20.86,0
2112,node2,20.88,0
2113,node2,16.05,1
2114,node2,22.15,0
2115,node2,20.86,0
2116,node2,16.69,1
2117,node2,22.15,0
2118,node2,45.17,0
2119,node2,20.86,0
2120,node2,31.28,0
2121,node2,25.4,0
2122,node2,35.73,0
2123,node2,22.15,0
2124,node2,20.86,0
2125,node2,36.21,0
2126,node2,22.15,0
2127,node2,22.15,0
2128,node2,22.15,0
2129,node2,22.15,0
2130,node2,22.17,0
2131,node2,22.15,0
2132,node2,22.15,0
2133,node2,23.34,0
2134,node2,22.17,0
2135,node2,22.15,0
2136,node2,22.15,0
2137,node2,22.17,0
2138,node2,22.15,0
2139,node2,18.61,1
2140,node2,3.25,1
2141,node2,3.57,1
2142,node2,2.62,1
2143,node2,2.62,1
2144,node2,2.6,1
2145,node2,2.62,1
2146,node2,2.62,1
2147,node2,2.62,1
2148,node2,2.6,1
2149,node2,2.62,1
2150,node2,2.62,1
2151,node2,3.57,1
2152,node2,3.57,1
2153,node2,3.57,1
2154,node2,3.57,1
2155,node2,3.57,1
2156,node2,3.57,1
2157,node2,3.57,1
2158,node2,3.57,1
2159,node2,3.57,1
2160,node2,3.57,1
2161,node2,3.57,1
2162,node2,3.57,1
2163,node2,3.57,1
2164,node2,3.57,1
2165,node2,3.57,1
2166,node2,3.57,1
2167,node2,3.57,1
2168,node2,3.57,1
2169,node2,3.57,1
2170,node2,3.57,1
2171,node2,3.57,1
2172,node2,3.57,1
2173,node2,3.57,1
2174,node2,3.57,1
2175,node2,3.57,1
2176,node2,3.57,1
2177,node2,3.57,1
2178,node2,3.57,1
2179,node2,3.57,1
2180,node2,3.57,1
2181,node2,3.57,1
2182,node2,3.57,1
2183,node2,3.57,1
2184,node2,3.57,1
2185,node2,3.57,1
2186,node2,3.57,1
2187,node2,3.57,1
2188,node2,3.57,1
2189,node2,3.57,1
2190,node2,3.57,1
2191,node2,3.57,1
2192,node2,3.57,1
2193,node2,3.57,1
2194,node2,3.57,1
2195,node2,3.57,1
2196,node2,3.57,1
2197,node2,3.57,1
2198,node2,3.57,1
2199,node2,3.57,1
2200,node2,3.57,1
2201,node2,3.57,1
2202,node2,3.57,1
2203,node2,3.57,1
2204,node2,3.57,1
2205,node2,3.57,1
2206,node2,3.57,1
2207,node2,3.57,1
2208,node2,3.57,1
2209,node2,16.37,1
2210,node2,16.37,1
2211,node2,19.91,1
2212,node2,16.35,1
2213,node2,17.0,1
2214,node2,18.63,1
2215,node2,16.69,1
2216,node2,20.23,0
2217,node2,17.65,1
2218,node2,17.65,1
2219,node2,17.65,1
2220,node2,16.35,1
2221,node2,5.15,1
2222,node2,4.83,1
2223,node2,4.83,1
2224,node2,12.02,1
2225,node2,7.05,1
2226,node2,19.91,1
2227,node2,20.23,0
2228,node2,18.61,1
2229,node2,17.34,1
2230,node2,17.34,1
2231,node2,17.34,1
2232,node2,18.94,1
2233,node2,18.94,1
2234,node2,20.23,0
2235,node2,18.61,1
2236,node2,17.34,1
2237,node2,18.94,1
2238,node2,18.94,1
2239,node2,18.61,1
2240,node2,17.32,1
2241,node2,18.61,1
2242,node2,18.61,1
2243,node2,18.63,1
2244,node2,18.63,1
2245,node2,18.29,1
2246,node2,2.3,1
2247,node2,2.92,1
2248,node2,3.89,1
2249,node2,4.2,1
2250,node2,3.25,1
2251,node2,3.57,1
2252,node2,3.57,1
2253,node2,3.57,1
2254,node2,3.57,1
2255,node2,2.92,1
2256,node2,3.57,1
2257,node2,3.88,1
2258,node2,2.6,1
2259,node2,19.91,1
2260,node2,18.29,1
2261,node2,19.91,1
2262,node2,8.67,1
2263,node2,7.68,1
2264,node2,8.01,1
2265,node2,7.05,1
2266,node2,8.33,1
2267,node2,8.33,1
2268,node2,3.25,1
2269,node2,3.57,1
2270,node2,2.62,1
2271,node2,2.6,1
2272,node2,2.6,1
2273,node2,2.62,1
2274,node2,2.6,1
2275,node2,2.62,1
2276,node2,2.6,1
2277,node2,2.62,1
2278,node2,2.62,1
2279,node2,2.62,1
2280,node2,2.62,1
2281,node2,2.6,1
2282,node2,2.6,1
2283,node2,2.6,1
2284,node2,2.6,1
2285,node2,2.62,1
2286,node2,2.62,1
2287,node2,17.0,1
2288,node2,6.1,1
2289,node2,2.62,1
2290,node2,8.33,1
2291,node2,8.33,1
2292,node2,8.33,1
2293,node2,8.33,1
2294,node2,8.33,1
2295,node2,8.33,1
2296,node2,8.33,1
2297,node2,6.1,1
2298,node2,8.33,1
2299,node2,8.33,1
2300,node2,6.1,1
2301,node2,6.1,1
2302,node2,6.1,1
2303,node2,6.1,1
2304,node2,6.1,1
2305,node2,6.1,1
2306,node2,6.1,1
2307,node2,7.05,1
2308,node2,6.1,1
2309,node2,6.1,1
2310,node2,6.1,1
2311,node2,6.1,1
2312,node2,6.1,1
2313,node2,6.1,1
2314,node2,6.1,1
2315,node2,6.1,1
2316,node2,6.1,1
2317,node2,6.1,1
2318,node2,6.1,1
2319,node2,7.05,1
2320,node2,6.1,1
2321,node2,6.1,1
2322,node2,6.1,1
2323,node2,6.1,1
2324,node2,6.1,1
2325,node2,6.1,1
2326,node2,6.1,1
2327,node2,6.1,1
2328,node2,6.1,1
2329,node2,6.1,1
2330,node2,6.1,1
2331,node2,6.1,1
2332,node2,6.1,1
2333,node2,6.1,1
2334,node2,6.1,1
2335,node2,6.1,1
2336,node2,6.1,1
2337,node2,6.1,1
2338,node2,6.1,1
2339,node2,6.1,1
2340,node2,10.34,1
2341,node2,21.84,0
2342,node2,22.76,0
2343,node2,21.84,0
2344,node2,11.02,1
2345,node2,22.76,0
2346,node2,22.76,0
2347,node2,23.65,0
2348,node2,22.76,0
2349,node2,50.64,0
2350,node2,51.49,0
2351,node2,55.79,0
2352,node2,56.76,0
2353,node2,5.47,1
2354,node2,5.47,1
2355,node2,4.51,1
2356,node2,5.8,1
2357,node2,4.83,1
2358,node2,4.83,1
2359,node2,4.83,1
2360,node2,4.83,1
2361,node2,4.83,1
2362,node2,4.83,1
2363,node2,4.83,1
2364,node2,4.83,1
2365,node2,4.83,1
2366,node2,4.83,1
2367,node2,4.83,1
2368,node2,4.83,1
2369,node2,4.83,1
2370,node2,4.83,1
2371,node2,4.83,1
2372,node2,4.83,1
2373,node2,4.83,1
2374,node2,4.83,1
2375,node2,4.83,1
2376,node2,4.83,1
2377,node2,4.83,1
2378,node2,4.83,1
2379,node2,4.83,1
2380,node2,4.83,1
2381,node2,4.84,1
2382,node2,4.83,1
2383,node2,4.83,1
2384,node2,4.84,1
2385,node2,4.83,1
2386,node2,4.84,1
2387,node2,4.84,1
2388,node2,4.83,1
2389,node2,4.83,1
2390,node2,4.83,1
2391,node2,4.83,1
2392,node2,4.84,1
2393,node2,4.83,1
2394,node2,4.83,1
2395,node2,4.83,1
2396,node2,4.83,1
2397,node2,4.83,1
2398,node2,4.83,1
2399,node2,4.3,1
2400,node2,4.83,1
2401,node2,4.83,1
2402,node2,4.84,1
2403,node2,4.83,1
2404,node2,4.83,1
2405,node2,4.84,1
2406,node2,4.83,1
2407,node2,4.83,1
2408,node2,4.83,1
2409,node2,3.88,1
