sample,node,distance,label,distance_raw
1501,node2,0.0576597903280351,0,22.76
1502,node2,0.0541088941494758,0,21.5
1503,node2,0.0541088941494758,0,21.5
1504,node2,0.0541088941494758,0,21.5
1505,node2,0.0541652575808815,0,21.52
1506,node2,0.0541652575808815,0,21.52
1507,node2,0.0541652575808815,0,21.52
1508,node2,0.0541088941494758,0,21.5
1509,node2,0.0541652575808815,0,21.52
1510,node2,0.0541652575808815,0,21.52
1511,node2,0.0541652575808815,0,21.52
1512,node2,0.0541652575808815,0,21.52
1513,node2,0.0541088941494758,0,21.5
1514,node2,0.0541652575808815,0,21.52
1515,node2,0.7517190846578741,0,269.04
1516,node2,0.0124845000563634,1,6.73
1517,node2,0.0414271220831924,1,17.0
1518,node2,0.0035790778942622,1,3.57
1519,node2,0.1258877240446398,0,46.97
1520,node2,0.051403449442002,0,20.54
1521,node2,0.044160748506369,1,17.97
1522,node2,0.7631890429489347,0,273.11
1523,node2,0.8454232893698569,0,302.29
1524,node2,0.7612163228497352,0,272.41
1525,node2,0.0044808927967534,1,3.89
1526,node2,0.0062563408860331,1,4.52
1527,node2,0.76620448652914,0,274.18
1528,node2,0.0071299740728215,1,4.83
1529,node2,0.0116390485852778,1,6.43
1530,node2,0.0,1,2.3
1531,node2,0.0053545259835418,1,4.2
1532,node2,0.0035790778942622,1,3.57
1533,node2,0.0115826851538721,1,6.41
1534,node2,0.008933603877804,1,5.47
1535,node2,0.0179517529027167,1,8.67
1536,node2,0.0107090519670837,1,6.1
1537,node2,0.0198117461391049,1,9.33
1538,node2,0.134426783902604,0,50.0
1539,node2,0.0026772629917709,1,3.25
1540,node2,0.0189099312366136,1,9.01
1541,node2,0.0062281591703302,1,4.51
1542,node2,0.0017472663735768,1,2.92
1543,node2,0.0009018149024912,1,2.62
1544,node2,0.0071299740728215,1,4.83
1545,node2,0.0098072370645924,1,5.78
1546,node2,0.0098636004959981,1,5.8
1547,node2,0.0098072370645924,1,5.78
1548,node2,0.0124845000563634,1,6.73
1549,node2,0.0116390485852778,1,6.43
1550,node2,0.008933603877804,1,5.47
1551,node2,0.0133863149588546,1,7.05
1552,node2,0.0125408634877691,1,6.75
1553,node2,0.0124845000563634,1,6.73
1554,node2,0.0071299740728215,1,4.83
1555,node2,0.0180081163341224,1,8.69
1556,node2,0.0116390485852778,1,6.43
1557,node2,0.0116390485852778,1,6.43
1558,node2,0.0116390485852778,1,6.43
1559,node2,0.0124845000563634,1,6.73
1560,node2,0.0115826851538721,1,6.41
1561,node2,0.0116390485852778,1,6.43
1562,node2,0.0133863149588546,1,7.05
1563,node2,0.0143163115770488,1,7.38
1564,node2,0.0198681095705106,1,9.35
1565,node2,0.01521812647954,1,7.7
1566,node2,0.008933603877804,1,5.47
1567,node2,0.0098636004959981,1,5.8
1568,node2,0.008933603877804,1,5.47
1569,node2,0.0107090519670837,1,6.1
1570,node2,0.0124845000563634,1,6.73
1571,node2,0.0116390485852778,1,6.43
1572,node2,0.0116390485852778,1,6.43
1573,node2,0.0125408634877691,1,6.75
1574,node2,0.0098636004959981,1,5.8
1575,node2,0.0133863149588546,1,7.05
1576,node2,0.008933603877804,1,5.47
1577,node2,0.0116390485852778,1,6.43
1578,node2,0.0098072370645924,1,5.78
1579,node2,0.0115826851538721,1,6.41
1580,node2,0.0198681095705106,1,9.35
1581,node2,0.0143163115770488,1,7.38
1582,node2,0.008933603877804,1,5.47
1583,node2,0.0115826851538721,1,6.41
1584,node2,0.0133863149588546,1,7.05
1585,node2,0.0133863149588546,1,7.05
1586,node2,0.0143163115770488,1,7.38
1587,node2,0.0160917596663284,1,8.01
1588,node2,0.0125408634877691,1,6.75
1589,node2,0.044160748506369,1,17.97
1590,node2,0.0116390485852778,1,6.43
1591,node2,0.0169935745688197,1,8.33
1592,node2,0.0143163115770488,1,7.38
1593,node2,0.0098636004959981,1,5.8
1594,node2,0.0116390485852778,1,6.43
1595,node2,0.0107090519670837,1,6.1
1596,node2,0.0133863149588546,1,7.05
1597,node2,0.01521812647954,1,7.7
1598,node2,0.0169935745688197,1,8.33
1599,node2,0.0160917596663284,1,8.01
1600,node2,0.01521812647954,1,7.7
1601,node2,0.0179517529027167,1,8.67
1602,node2,0.0208262879044076,1,9.69
1603,node2,0.01521812647954,1,7.7
1604,node2,0.0124845000563634,1,6.73
1605,node2,0.0116390485852778,1,6.43
1606,node2,0.0169935745688197,1,8.33
1607,node2,0.0133863149588546,1,7.05
1608,node2,0.0107090519670837,1,6.1
1609,node2,0.0107090519670837,1,6.1
1610,node2,0.0107090519670837,1,6.1
1611,node2,0.0143163115770488,1,7.38
1612,node2,0.0115826851538721,1,6.41
1613,node2,0.0143163115770488,1,7.38
1614,node2,0.0160917596663284,1,8.01
1615,node2,0.0133863149588546,1,7.05
1616,node2,0.0116390485852778,1,6.43
1617,node2,0.0124845000563634,1,6.73
1618,node2,0.0169935745688197,1,8.33
1619,node2,0.0124845000563634,1,6.73
1620,node2,0.0116390485852778,1,6.43
1621,node2,0.0169935745688197,1,8.33
1622,node2,0.0116390485852778,1,6.43
1623,node2,0.0116390485852778,1,6.43
1624,node2,0.0169935745688197,1,8.33
1625,node2,0.0180081163341224,1,8.69
1626,node2,0.0160917596663284,1,8.01
1627,node2,0.0180081163341224,1,8.69
1628,node2,0.0169935745688197,1,8.33
1629,node2,0.0217281028068988,1,10.01
1630,node2,0.0189099312366136,1,9.01
1631,node2,0.0180081163341224,1,8.69
1632,node2,0.0124845000563634,1,6.73
1633,node2,0.0124845000563634,1,6.73
1634,node2,0.0124845000563634,1,6.73
1635,node2,0.0189099312366136,1,9.01
1636,node2,0.0151617630481343,1,7.68
1637,node2,0.0207699244730019,1,9.67
1638,node2,0.0245744560928869,1,11.02
1639,node2,0.0180081163341224,1,8.69
1640,node2,0.0180081163341224,1,8.69
1641,node2,0.0189099312366136,1,9.01
1642,node2,0.0198681095705106,1,9.35
1643,node2,0.0189099312366136,1,9.01
1644,node2,0.0208262879044076,1,9.69
1645,node2,0.0245744560928869,1,11.02
1646,node2,0.0207699244730019,1,9.67
1647,node2,0.0217281028068988,1,10.01
1648,node2,0.0208262879044076,1,9.69
1649,node2,0.0208262879044076,1,9.69
1650,node2,0.0169935745688197,1,8.33
1651,node2,0.0133863149588546,1,7.05
1652,node2,0.0161199413820313,1,8.02
1653,node2,0.0208262879044076,1,9.69
1654,node2,0.0160917596663284,1,8.01
1655,node2,0.0160917596663284,1,8.01
1656,node2,0.0143163115770488,1,7.38
1657,node2,0.0143163115770488,1,7.38
1658,node2,0.0160917596663284,1,8.01
1659,node2,0.01521812647954,1,7.7
1660,node2,0.0124845000563634,1,6.73
1661,node2,0.0151617630481343,1,7.68
1662,node2,0.0143163115770488,1,7.38
1663,node2,0.0098636004959981,1,5.8
1664,node2,0.008933603877804,1,5.47
1665,node2,0.0080317889753128,1,5.15
1666,node2,0.0115826851538721,1,6.41
1667,node2,0.0116390485852778,1,6.43
1668,node2,0.775335362416864,0,277.42
1669,node2,0.0080317889753128,1,5.15
1670,node2,0.008933603877804,1,5.47
1671,node2,0.01521812647954,1,7.7
1672,node2,0.0180081163341224,1,8.69
1673,node2,0.6057377973171008,0,217.24
1674,node2,0.0080317889753128,1,5.15
1675,node2,0.0179517529027167,1,8.67
1676,node2,0.0198681095705106,1,9.35
1677,node2,0.0124845000563634,1,6.73
1678,node2,0.0198117461391049,1,9.33
1679,node2,0.0151617630481343,1,7.68
1680,node2,0.0160917596663284,1,8.01
1681,node2,0.0189099312366136,1,9.01
1682,node2,0.0217281028068988,1,10.01
1683,node2,0.0179517529027167,1,8.67
1684,node2,0.0151617630481343,1,7.68
1685,node2,0.0169935745688197,1,8.33
1686,node2,0.0198681095705106,1,9.35
1687,node2,0.0208262879044076,1,9.69
1688,node2,0.0208262879044076,1,9.69
1689,node2,0.01521812647954,1,7.7
1690,node2,0.0160917596663284,1,8.01
1691,node2,0.0115826851538721,1,6.41
1692,node2,0.0151617630481343,1,7.68
1693,node2,0.0151617630481343,1,7.68
1694,node2,0.0125408634877691,1,6.75
1695,node2,0.0107090519670837,1,6.1
1696,node2,0.0098636004959981,1,5.8
1697,node2,0.01521812647954,1,7.7
1698,node2,0.0107090519670837,1,6.1
1699,node2,0.0107090519670837,1,6.1
1700,node2,0.0107090519670837,1,6.1
1701,node2,0.0080317889753128,1,5.15
1702,node2,0.0116390485852778,1,6.43
1703,node2,0.0080317889753128,1,5.15
1704,node2,0.0080317889753128,1,5.15
1705,node2,0.0062281591703302,1,4.51
1706,node2,0.008933603877804,1,5.47
1707,node2,0.008933603877804,1,5.47
1708,node2,0.0071299740728215,1,4.83
1709,node2,0.0098636004959981,1,5.8
1710,node2,0.0151617630481343,1,7.68
1711,node2,0.0098072370645924,1,5.78
1712,node2,0.008933603877804,1,5.47
1713,node2,0.0062563408860331,1,4.52
1714,node2,0.0044808927967534,1,3.89
1715,node2,0.008933603877804,1,5.47
1716,node2,0.0098636004959981,1,5.8
1717,node2,0.0208262879044076,1,9.69
1718,node2,0.0080317889753128,1,5.15
1719,node2,0.008933603877804,1,5.47
1720,node2,0.0080317889753128,1,5.15
1721,node2,0.0189099312366136,1,9.01
1722,node2,0.0080317889753128,1,5.15
1723,node2,0.0035790778942622,1,3.57
1724,node2,0.0053545259835418,1,4.2
1725,node2,0.0044808927967534,1,3.89
1726,node2,0.0017472663735768,1,2.92
1727,node2,0.0053545259835418,1,4.2
1728,node2,0.0044808927967534,1,3.89
1729,node2,0.0044808927967534,1,3.89
1730,node2,0.0044808927967534,1,3.89
1731,node2,0.0080317889753128,1,5.15
1732,node2,0.0062563408860331,1,4.52
1733,node2,0.0071299740728215,1,4.83
1734,node2,0.0062563408860331,1,4.52
1735,node2,0.0035790778942622,1,3.57
1736,node2,0.0044808927967534,1,3.89
1737,node2,0.0026772629917709,1,3.25
1738,node2,0.008933603877804,1,5.47
1739,node2,0.0071299740728215,1,4.83
1740,node2,0.0053545259835418,1,4.2
1741,node2,0.0062563408860331,1,4.52
1742,node2,0.0035790778942622,1,3.57
1743,node2,0.0053545259835418,1,4.2
1744,node2,0.0115826851538721,1,6.41
1745,node2,0.008933603877804,1,5.47
1746,node2,0.0089054221621012,1,5.46
1747,node2,0.0116390485852778,1,6.43
1748,node2,0.0143163115770488,1,7.38
1749,node2,0.0143163115770488,1,7.38
1750,node2,0.0142599481456431,1,7.36
1751,node2,0.008933603877804,1,5.47
1752,node2,0.0160917596663284,1,8.01
1753,node2,0.0062563408860331,1,4.52
1754,node2,0.0098636004959981,1,5.8
1755,node2,0.0062563408860331,1,4.52
1756,node2,0.1530548979821892,0,56.61
1757,node2,0.0625915905760342,0,24.51
1758,node2,0.0626479540074399,0,24.53
1759,node2,0.0962405591252395,0,36.45
1760,node2,0.0633806786157141,0,24.79
1761,node2,0.1478694622928644,0,54.77
1762,node2,0.1551121632284973,0,57.34
1763,node2,0.0044808927967534,1,3.89
1764,node2,0.0477961898320369,1,19.26
1765,node2,0.0414271220831924,1,17.0
1766,node2,0.0098072370645924,1,5.78
1767,node2,0.0115826851538721,1,6.41
1768,node2,0.0080317889753128,1,5.15
1769,node2,0.0080317889753128,1,5.15
1770,node2,0.0080317889753128,1,5.15
1771,node2,0.0116390485852778,1,6.43
1772,node2,0.0143163115770488,1,7.38
1773,node2,0.0143163115770488,1,7.38
1774,node2,0.0143163115770488,1,7.38
1775,node2,0.0143163115770488,1,7.38
1776,node2,0.0142599481456431,1,7.36
1777,node2,0.0143163115770488,1,7.38
1778,node2,0.0143163115770488,1,7.38
1779,node2,0.0143163115770488,1,7.38
1780,node2,0.0143163115770488,1,7.38
1781,node2,0.0143163115770488,1,7.38
1782,node2,0.0143163115770488,1,7.38
1783,node2,0.0143163115770488,1,7.38
1784,node2,0.0143163115770488,1,7.38
1785,node2,0.0143163115770488,1,7.38
1786,node2,0.0143163115770488,1,7.38
1787,node2,0.0142599481456431,1,7.36
1788,node2,0.0143163115770488,1,7.38
1789,node2,0.0143163115770488,1,7.38
1790,node2,0.0143163115770488,1,7.38
1791,node2,0.0143163115770488,1,7.38
1792,node2,0.0142599481456431,1,7.36
1793,node2,0.0107090519670837,1,6.1
1794,node2,0.0124845000563634,1,6.73
1795,node2,0.0071299740728215,1,4.83
1796,node2,0.0071299740728215,1,4.83
1797,node2,0.0071299740728215,1,4.83
1798,node2,0.0071299740728215,1,4.83
1799,node2,0.0098636004959981,1,5.8
1800,node2,0.0098636004959981,1,5.8
1801,node2,0.0098072370645924,1,5.78
1802,node2,0.0098636004959981,1,5.8
1803,node2,0.0098072370645924,1,5.78
1804,node2,0.0098072370645924,1,5.78
1805,node2,0.0098636004959981,1,5.8
1806,node2,0.0098636004959981,1,5.8
1807,node2,0.0098072370645924,1,5.78
1808,node2,0.0098072370645924,1,5.78
1809,node2,0.0098072370645924,1,5.78
1810,node2,0.0107090519670837,1,6.1
1811,node2,0.0107090519670837,1,6.1
1812,node2,0.0107090519670837,1,6.1
1813,node2,0.0143163115770488,1,7.38
1814,node2,0.0107090519670837,1,6.1
1815,node2,0.0143163115770488,1,7.38
1816,node2,0.0107090519670837,1,6.1
1817,node2,0.0107090519670837,1,6.1
1818,node2,0.0107090519670837,1,6.1
1819,node2,0.0143163115770488,1,7.38
1820,node2,0.0107090519670837,1,6.1
1821,node2,0.0143163115770488,1,7.38
1822,node2,0.0107090519670837,1,6.1
1823,node2,0.0107090519670837,1,6.1
1824,node2,0.0107090519670837,1,6.1
1825,node2,0.0143163115770488,1,7.38
1826,node2,0.0107090519670837,1,6.1
1827,node2,0.0107090519670837,1,6.1
1828,node2,0.0143163115770488,1,7.38
1829,node2,0.0107090519670837,1,6.1
1830,node2,0.0107090519670837,1,6.1
1831,node2,0.0107090519670837,1,6.1
1832,node2,0.0107090519670837,1,6.1
1833,node2,0.0107090519670837,1,6.1
1834,node2,0.0107090519670837,1,6.1
1835,node2,0.0143163115770488,1,7.38
1836,node2,0.0107090519670837,1,6.1
1837,node2,0.0143163115770488,1,7.38
1838,node2,0.0143163115770488,1,7.38
1839,node2,0.0107090519670837,1,6.1
1840,node2,0.0143163115770488,1,7.38
1841,node2,0.0143163115770488,1,7.38
1842,node2,0.0107090519670837,1,6.1
1843,node2,0.0107090519670837,1,6.1
1844,node2,0.0107090519670837,1,6.1
1845,node2,0.0107090519670837,1,6.1
1846,node2,0.0107090519670837,1,6.1
1847,node2,0.0107090519670837,1,6.1
1848,node2,0.0107090519670837,1,6.1
1849,node2,0.0107090519670837,1,6.1
1850,node2,0.0107090519670837,1,6.1
1851,node2,0.0107090519670837,1,6.1
